# Stage 1 spawn table: frame,type,x,y
# frame is the game frame (60 fps); x,y is where the sprite enters.
# Types: Alien1, Alien2, Boss, PowerUp-SpeedUp, PowerUp-MultiShot
# Stage runs 18600 frames (5 min 10 s).
240,Alien1,960,270
258,Alien1,960,170
258,Alien1,960,370
276,Alien1,960,70
276,Alien1,960,470
476,Alien1,960,288
498,Alien1,960,288
520,Alien1,960,288
600,PowerUp-SpeedUp,960,270
632,Alien2,960,91
654,Alien2,960,91
676,Alien2,960,91
832,Alien1,960,270
850,Alien1,960,170
850,Alien1,960,370
868,Alien1,960,70
868,Alien1,960,470
1034,Alien1,960,270
1052,Alien1,960,170
1052,Alien1,960,370
1070,Alien1,960,70
1070,Alien1,960,470
1261,Alien1,960,70
1261,Alien1,960,270
1261,Alien1,960,470
1506,Alien1,960,70
1506,Alien1,960,270
1506,Alien1,960,470
1714,Alien1,960,270
1732,Alien1,960,170
1732,Alien1,960,370
1750,Alien1,960,70
1750,Alien1,960,470
1946,Alien2,960,270
1964,Alien2,960,170
1964,Alien2,960,370
1982,Alien2,960,70
1982,Alien2,960,470
2100,PowerUp-MultiShot,960,170
2110,Alien1,960,270
2128,Alien1,960,170
2128,Alien1,960,370
2146,Alien1,960,70
2146,Alien1,960,470
2351,Alien2,960,70
2351,Alien2,960,270
2351,Alien2,960,470
2581,Alien1,960,70
2581,Alien1,960,270
2581,Alien1,960,470
2799,Alien2,960,220
2820,Alien2,960,220
2841,Alien2,960,220
3002,Alien1,960,313
3023,Alien1,960,313
3044,Alien1,960,313
3197,Alien1,960,277
3218,Alien1,960,277
3239,Alien1,960,277
3378,Alien2,960,110
3399,Alien2,960,110
3420,Alien2,960,110
3554,Alien2,960,270
3571,Alien2,960,170
3571,Alien2,960,370
3588,Alien2,960,70
3588,Alien2,960,470
3600,PowerUp-SpeedUp,960,270
3735,Alien1,960,454
3755,Alien1,960,454
3775,Alien1,960,454
3949,Alien1,960,432
3969,Alien1,960,432
3989,Alien1,960,432
4119,Alien1,960,417
4139,Alien1,960,417
4159,Alien1,960,417
4272,Alien1,960,257
4292,Alien1,960,257
4312,Alien1,960,257
4438,Alien2,960,270
4455,Alien2,960,170
4455,Alien2,960,370
4472,Alien2,960,70
4472,Alien2,960,470
4670,Alien1,960,105
4690,Alien1,960,105
4710,Alien1,960,105
4837,Alien2,960,70
4837,Alien2,960,270
4837,Alien2,960,470
4983,Alien1,960,375
5003,Alien1,960,375
5023,Alien1,960,375
5100,PowerUp-MultiShot,960,470
5183,Alien1,960,347
5203,Alien1,960,347
5223,Alien1,960,347
5400,Alien1,960,240
5420,Alien1,960,240
5440,Alien1,960,240
5579,Alien1,960,103
5599,Alien1,960,103
5619,Alien1,960,103
5716,Alien2,960,152
5735,Alien2,960,152
5754,Alien2,960,152
5854,Alien1,960,354
5873,Alien1,960,354
5892,Alien1,960,354
6031,Alien1,960,70
6031,Alien1,960,270
6031,Alien1,960,470
6247,Alien2,960,322
6266,Alien2,960,322
6285,Alien2,960,322
6304,Alien2,960,322
6403,Alien2,960,70
6403,Alien2,960,270
6403,Alien2,960,470
6581,Alien1,960,216
6600,Alien1,960,216
6600,PowerUp-SpeedUp,960,370
6619,Alien1,960,216
6638,Alien1,960,216
6784,Alien1,960,117
6803,Alien1,960,117
6822,Alien1,960,117
6841,Alien1,960,117
6967,Alien1,960,270
6983,Alien1,960,170
6983,Alien1,960,370
6999,Alien1,960,70
6999,Alien1,960,470
7176,Alien1,960,70
7176,Alien1,960,270
7176,Alien1,960,470
7316,Alien1,960,270
7331,Alien1,960,170
7331,Alien1,960,370
7346,Alien1,960,70
7346,Alien1,960,470
7493,Alien2,960,140
7511,Alien2,960,140
7529,Alien2,960,140
7547,Alien2,960,140
7620,Alien1,960,221
7638,Alien1,960,221
7656,Alien1,960,221
7674,Alien1,960,221
7814,Alien1,960,195
7832,Alien1,960,195
7850,Alien1,960,195
7868,Alien1,960,195
7998,Alien2,960,286
8016,Alien2,960,286
8034,Alien2,960,286
8052,Alien2,960,286
8100,PowerUp-MultiShot,960,270
8193,Alien2,960,393
8211,Alien2,960,393
8229,Alien2,960,393
8247,Alien2,960,393
8366,Alien1,960,70
8366,Alien1,960,270
8366,Alien1,960,470
8543,Alien1,960,265
8561,Alien1,960,265
8579,Alien1,960,265
8597,Alien1,960,265
8746,Alien1,960,200
8764,Alien1,960,200
8782,Alien1,960,200
8800,Alien1,960,200
8925,Alien2,960,270
8940,Alien2,960,170
8940,Alien2,960,370
8955,Alien2,960,70
8955,Alien2,960,470
9118,Alien2,960,270
9133,Alien2,960,170
9133,Alien2,960,370
9148,Alien2,960,70
9148,Alien2,960,470
9275,Alien2,960,270
9290,Alien2,960,170
9290,Alien2,960,370
9305,Alien2,960,70
9305,Alien2,960,470
9395,Alien2,960,117
9412,Alien2,960,117
9429,Alien2,960,117
9446,Alien2,960,117
9580,Alien1,960,70
9597,Alien1,960,70
9600,PowerUp-SpeedUp,960,470
9614,Alien1,960,70
9631,Alien1,960,70
9737,Alien1,960,70
9737,Alien1,960,203
9737,Alien1,960,336
9737,Alien1,960,470
9892,Alien1,960,109
9909,Alien1,960,109
9926,Alien1,960,109
9943,Alien1,960,109
10076,Alien1,960,343
10093,Alien1,960,343
10110,Alien1,960,343
10127,Alien1,960,343
10218,Alien1,960,271
10235,Alien1,960,271
10252,Alien1,960,271
10269,Alien1,960,271
10339,Alien2,960,432
10356,Alien2,960,432
10373,Alien2,960,432
10390,Alien2,960,432
10488,Alien1,960,70
10488,Alien1,960,203
10488,Alien1,960,336
10488,Alien1,960,470
10626,Alien2,960,70
10626,Alien2,960,203
10626,Alien2,960,336
10626,Alien2,960,470
10808,Alien2,960,70
10808,Alien2,960,203
10808,Alien2,960,336
10808,Alien2,960,470
10967,Alien1,960,70
10967,Alien1,960,203
10967,Alien1,960,336
10967,Alien1,960,470
11100,PowerUp-MultiShot,960,470
11117,Alien1,960,70
11117,Alien1,960,203
11117,Alien1,960,336
11117,Alien1,960,470
11304,Alien1,960,420
11320,Alien1,960,420
11336,Alien1,960,420
11352,Alien1,960,420
11415,Alien1,960,389
11431,Alien1,960,389
11447,Alien1,960,389
11463,Alien1,960,389
11575,Alien2,960,388
11591,Alien2,960,388
11607,Alien2,960,388
11623,Alien2,960,388
11687,Alien1,960,276
11703,Alien1,960,276
11719,Alien1,960,276
11735,Alien1,960,276
11797,Alien1,960,124
11813,Alien1,960,124
11829,Alien1,960,124
11845,Alien1,960,124
11979,Alien1,960,435
11995,Alien1,960,435
12011,Alien1,960,435
12027,Alien1,960,435
12140,Alien1,960,76
12156,Alien1,960,76
12172,Alien1,960,76
12188,Alien1,960,76
12300,Alien1,960,270
12313,Alien1,960,170
12313,Alien1,960,370
12326,Alien1,960,70
12326,Alien1,960,470
12474,Alien2,960,70
12474,Alien2,960,203
